season,game_no,player_name,shirt_no,role,on_for,off_for
1967/68,7,Yardley,9,starter,,
1967/68,7,Pritchard,10,starter,,
1967/68,7,Williams,11,starter,,
1967/68,8,Cumbes,1,starter,,
1967/68,8,King J,2,starter,,
1967/68,8,Robertson,3,starter,,
1967/68,8,Casey,4,starter,,
1967/68,8,Martin,5,starter,,
1967/68,8,King A,6,starter,,
1967/68,8,Hill,7,starter,,
1967/68,8,Pritchard,8,starter,,
1967/68,8,Yardley,9,starter,,12
1967/68,8,Sinclair,10,starter,,
1967/68,8,Williams,11,starter,,
1967/68,8,Stevens,12,sub,9,
1967/68,9,Cumbes,1,starter,,
1967/68,9,King J,2,starter,,
1967/68,9,Robertson,3,starter,,
1967/68,9,Casey,4,starter,,
1967/68,9,Martin,5,starter,,
1967/68,9,King A,6,starter,,
1967/68,9,Hill,7,starter,,
1967/68,9,Pritchard,8,starter,,
1967/68,9,Yardley,9,starter,,
1967/68,9,Sinclair,10,starter,,
1967/68,9,Williams,11,starter,,
1967/68,10,Cumbes,1,starter,,
1967/68,10,King J,2,starter,,
1967/68,10,Robertson,3,starter,,
1967/68,10,Casey,4,starter,,
1967/68,10,Martin,5,starter,,
1967/68,10,King A,6,starter,,
1967/68,10,Hill,7,starter,,
1967/68,10,Pritchard,8,starter,,
1967/68,10,Yardley,9,starter,,
1967/68,10,Sinclair,10,starter,,
1967/68,10,Williams,11,starter,,
1967/68,11,Cumbes,1,starter,,
1967/68,11,King J,2,starter,,
1967/68,11,Robertson,3,starter,,
1967/68,11,Casey,4,starter,,
1967/68,11,Martin,5,starter,,
1967/68,11,King A,6,starter,,
1967/68,11,Hill,7,starter,,
1967/68,11,Pritchard,8,starter,,
1967/68,11,Yardley,9,starter,,
1967/68,11,Sinclair,10,starter,,
1967/68,11,Williams,11,starter,,
1967/68,12,Cumbes,1,starter,,
1967/68,12,King J,2,starter,,12
1967/68,12,Robertson,3,starter,,
1967/68,12,Casey,4,starter,,
1967/68,12,Martin,5,starter,,
1967/68,12,King A,6,starter,,
1967/68,12,Hill,7,starter,,
1967/68,12,Pritchard,8,starter,,
1967/68,12,Yardley,9,starter,,
1967/68,12,Sinclair,10,starter,,
1967/68,12,Williams,11,starter,,
1967/68,12,Stevens,12,sub,2,
1967/68,13,Cumbes,1,starter,,
1967/68,13,Storton S,2,starter,,
1967/68,13,Robertson,3,starter,,12
1967/68,13,Stevens,4,starter,,
1967/68,13,Martin,5,starter,,
1967/68,13,King A,6,starter,,
1967/68,13,Hill,7,starter,,
1967/68,13,Pritchard,8,starter,,
1967/68,13,Yardley,9,starter,,
1967/68,13,Sinclair,10,starter,,
1967/68,13,Williams,11,starter,,
1967/68,13,Beamish,12,sub,3,
1967/68,14,Cumbes,1,starter,,
1967/68,14,Storton S,2,starter,,
1967/68,14,Pointon,3,starter,,
1967/68,14,Stevens,4,starter,,
1967/68,14,Martin,5,starter,,
1967/68,14,King A,6,starter,,
1967/68,14,MacNamee,7,starter,,12
1967/68,14,Pritchard,8,starter,,
1967/68,14,Yardley,9,starter,,
1967/68,14,Sinclair,10,starter,,
1967/68,14,Williams,11,starter,,
1967/68,14,Hudson,12,sub,7,
1967/68,15,Cumbes,1,starter,,
1967/68,15,Storton S,2,starter,,
1967/68,15,Robertson,3,starter,,
1967/68,15,Stevens,4,starter,,
1967/68,15,Martin,5,starter,,
1967/68,15,King A,6,starter,,
1967/68,15,Hill,7,starter,,
1967/68,15,Pritchard,8,starter,,
1967/68,15,Yardley,9,starter,,
1967/68,15,Sinclair,10,starter,,
1967/68,15,Williams,11,starter,,
1967/68,16,Cumbes,1,starter,,
1967/68,16,Storton S,2,starter,,
1967/68,16,Robertson,3,starter,,
1967/68,16,Pritchard,4,starter,,
1967/68,16,Martin,5,starter,,
1967/68,16,King A,6,starter,,
1967/68,16,Hill,7,starter,,
1967/68,16,Sinclair,8,starter,,
1967/68,16,Yardley,9,starter,,12
1967/68,16,Beamish,10,starter,,
1967/68,16,Parry,11,starter,,
1967/68,16,Pointon,12,sub,9,
1967/68,17,Cumbes,1,starter,,
1967/68,17,Storton S,2,starter,,
1967/68,17,Robertson,3,starter,,
1967/68,17,Pritchard,4,starter,,
1967/68,17,Martin,5,starter,,
1967/68,17,King A,6,starter,,
1967/68,17,Parry,7,starter,,
1967/68,17,Sinclair,8,starter,,
1967/68,17,Yardley,9,starter,,
1967/68,17,Beamish,10,starter,,
1967/68,17,Williams,11,starter,,
1967/68,18,Cumbes,1,starter,,
1967/68,18,Storton S,2,starter,,
1967/68,18,Robertson,3,starter,,
1967/68,18,Pritchard,4,starter,,
1967/68,18,Martin,5,starter,,
1967/68,18,King A,6,starter,,
1967/68,18,Sinclair,7,starter,,
1967/68,18,Yardley,8,starter,,
1967/68,18,Beamish,9,starter,,
1967/68,18,Casey,10,starter,,
1967/68,18,Williams,11,starter,,
1967/68,19,Cumbes,1,starter,,
1967/68,19,Storton S,2,starter,,12
1967/68,19,Robertson,3,starter,,
1967/68,19,Casey,4,starter,,
1967/68,19,Martin,5,starter,,
1967/68,19,King A,6,starter,,
1967/68,19,Hill,7,starter,,
1967/68,19,Pritchard,8,starter,,
1967/68,19,Yardley,9,starter,,
1967/68,19,Beamish,10,starter,,
1967/68,19,Williams,11,starter,,
1967/68,19,Sinclair,12,sub,2,
1967/68,20,Cumbes,1,starter,,
1967/68,20,Pointon,2,starter,,
1967/68,20,Martin,3,starter,,
1967/68,20,Pritchard,4,starter,,12
1967/68,20,Storton T,5,starter,,
1967/68,20,King A,6,starter,,
1967/68,20,Beamish,7,starter,,
1967/68,20,Sinclair,8,starter,,
1967/68,20,Yardley,9,starter,,
1967/68,20,Casey,10,starter,,
1967/68,20,Williams,11,starter,,
1967/68,20,Stevens,12,sub,4,
1967/68,21,Cumbes,1,starter,,
1967/68,21,Pointon,2,starter,,
1967/68,21,Martin,3,starter,,
1967/68,21,Pritchard,4,starter,,
1967/68,21,Storton T,5,starter,,
1967/68,21,King A,6,starter,,
1967/68,21,Beamish,7,starter,,12
1967/68,21,Sinclair,8,starter,,
1967/68,21,Yardley,9,starter,,
1967/68,21,Casey,10,starter,,
1967/68,21,Williams,11,starter,,
1967/68,21,Hill,12,sub,7,
1967/68,22,Cumbes,1,starter,,
1967/68,22,Storton S,2,starter,,
1967/68,22,Robertson,3,starter,,
1967/68,22,Pritchard,4,starter,,
1967/68,22,Martin,5,starter,,
1967/68,22,King A,6,starter,,
1967/68,22,Hill,7,starter,,
1967/68,22,Hudson,8,starter,,
1967/68,22,Yardley,9,starter,,
1967/68,22,Casey,10,starter,,
1967/68,22,Sinclair,11,starter,,
1967/68,23,Cumbes,1,starter,,
1967/68,23,Storton S,2,starter,,
1967/68,23,Robertson,3,starter,,
1967/68,23,King J,4,starter,,
1967/68,23,Martin,5,starter,,
1967/68,23,Pritchard,6,starter,,
1967/68,23,Hill,7,starter,,
1967/68,23,Stevens,8,starter,,
1967/68,23,Yardley,9,starter,,
1967/68,23,Hudson,10,starter,,
1967/68,23,Williams,11,starter,,
1967/68,24,Cumbes,1,starter,,
1967/68,24,Storton S,2,starter,,
1967/68,24,Robertson,3,starter,,
1967/68,24,Pritchard,4,starter,,
1967/68,24,Martin,5,starter,,
1967/68,24,King A,6,starter,,
1967/68,24,Hill,7,starter,,
1967/68,24,Stevens,8,starter,,
1967/68,24,Yardley,9,starter,,
1967/68,24,Hudson,10,starter,,
1967/68,24,Williams,11,starter,,
1967/68,25,Cumbes,1,starter,,
1967/68,25,Storton S,2,starter,,
1967/68,25,Robertson,3,starter,,
1967/68,25,Pritchard,4,starter,,
1967/68,25,Martin,5,starter,,
1967/68,25,King A,6,starter,,
1967/68,25,Hill,7,starter,,
1967/68,25,Stevens,8,starter,,
1967/68,25,Yardley,9,starter,,
1967/68,25,Hudson,10,starter,,
1967/68,25,Williams,11,starter,,
1967/68,26,Cumbes,1,starter,,
1967/68,26,Storton S,2,starter,,
1967/68,26,Martin,3,starter,,
1967/68,26,King J,4,starter,,
1967/68,26,Pritchard,5,starter,,
1967/68,26,King A,6,starter,,
1967/68,26,Hill,7,starter,,12
1967/68,26,Stevens,8,starter,,
1967/68,26,Yardley,9,starter,,
1967/68,26,Hudson,10,starter,,
1967/68,26,MacNamee,11,starter,,
1967/68,26,Robertson,12,sub,7,
1967/68,27,Cumbes,1,starter,,
1967/68,27,Storton S,2,starter,,
1967/68,27,Martin,3,starter,,
1967/68,27,King J,4,starter,,
1967/68,27,Pritchard,5,starter,,
1967/68,27,King A,6,starter,,
1967/68,27,Beamish,7,starter,,
1967/68,27,Stevens,8,starter,,
1967/68,27,Yardley,9,starter,,
1967/68,27,Hudson,10,starter,,
1967/68,27,MacNamee,11,starter,,
1967/68,28,Cumbes,1,starter,,
1967/68,28,Storton S,2,starter,,
1967/68,28,Martin,3,starter,,
1967/68,28,King J,4,starter,,
1967/68,28,Pritchard,5,starter,,
1967/68,28,King A,6,starter,,
1967/68,28,Beamish,7,starter,,
1967/68,28,Stevens,8,starter,,
1967/68,28,Yardley,9,starter,,
1967/68,28,Hudson,10,starter,,
1967/68,28,MacNamee,11,starter,,
1967/68,29,Cumbes,1,starter,,
1967/68,29,Storton S,2,starter,,
1967/68,29,Martin,3,starter,,
1967/68,29,King J,4,starter,,
1967/68,29,Pritchard,5,starter,,
1967/68,29,King A,6,starter,,
1967/68,29,Beamish,7,starter,,
1967/68,29,Stevens,8,starter,,
1967/68,29,Yardley,9,starter,,
1967/68,29,Hudson,10,starter,,
1967/68,29,MacNamee,11,starter,,
1967/68,30,Cumbes,1,starter,,
1967/68,30,Storton S,2,starter,,
1967/68,30,Martin,3,starter,,
1967/68,30,King J,4,starter,,
1967/68,30,Pritchard,5,starter,,
1967/68,30,King A,6,starter,,
1967/68,30,Beamish,7,starter,,
1967/68,30,Stevens,8,starter,,
1967/68,30,Yardley,9,starter,,
1967/68,30,Hudson,10,starter,,12
1967/68,30,Williams,11,starter,,
1967/68,30,MacNamee,12,sub,10,
1967/68,31,Cumbes,1,starter,,
1967/68,31,Storton S,2,starter,,
1967/68,31,Martin,3,starter,,
1967/68,31,King J,4,starter,,
1967/68,31,Pritchard,5,starter,,
1967/68,31,King A,6,starter,,
1967/68,31,MacNamee,7,starter,,
1967/68,31,Stevens,8,starter,,
1967/68,31,Yardley,9,starter,,
1967/68,31,Beamish,10,starter,,
1967/68,31,Williams,11,starter,,
1967/68,32,Cumbes,1,starter,,
1967/68,32,Storton S,2,starter,,
1967/68,32,Martin,3,starter,,
1967/68,32,King J,4,starter,,
1967/68,32,Pritchard,5,starter,,
1967/68,32,King A,6,starter,,
1967/68,32,MacNamee,7,starter,,
1967/68,32,Stevens,8,starter,,
1967/68,32,Hudson,9,starter,,
1967/68,32,Beamish,10,starter,,
1967/68,32,Williams,11,starter,,
1967/68,33,Cumbes,1,starter,,
1967/68,33,Storton S,2,starter,,
1967/68,33,Martin,3,starter,,
1967/68,33,King J,4,starter,,
1967/68,33,Pritchard,5,starter,,
1967/68,33,King A,6,starter,,
1967/68,33,Sinclair,7,starter,,
1967/68,33,Stevens,8,starter,,
1967/68,33,Yardley,9,starter,,
1967/68,33,Hudson,10,starter,,
1967/68,33,Williams,11,starter,,
1967/68,34,Cumbes,1,starter,,
1967/68,34,Storton S,2,starter,,
1967/68,34,Martin,3,starter,,
1967/68,34,King J,4,starter,,
1967/68,34,Pritchard,5,starter,,
1967/68,34,King A,6,starter,,
1967/68,34,MacNamee,7,starter,,
1967/68,34,Stevens,8,starter,,
1967/68,34,Yardley,9,starter,,
1967/68,34,Hudson,10,starter,,
1967/68,34,Williams,11,starter,,
1967/68,35,Cumbes,1,starter,,
1967/68,35,Storton S,2,starter,,
1967/68,35,Martin,3,starter,,
1967/68,35,Stevens,4,starter,,12
1967/68,35,Pritchard,5,starter,,
1967/68,35,King A,6,starter,,
1967/68,35,MacNamee,7,starter,,
1967/68,35,Sinclair,8,starter,,
1967/68,35,Yardley,9,starter,,
1967/68,35,Hudson,10,starter,,
1967/68,35,Williams,11,starter,,
1967/68,35,Casey,12,sub,4,
1967/68,36,Cumbes,1,starter,,
1967/68,36,Storton S,2,starter,,
1967/68,36,Martin,3,starter,,
1967/68,36,Casey,4,starter,,
1967/68,36,Pritchard,5,starter,,
1967/68,36,King A,6,starter,,
1967/68,36,MacNamee,7,starter,,12
1967/68,36,Sinclair,8,starter,,
1967/68,36,Yardley,9,starter,,
1967/68,36,Hudson,10,starter,,
1967/68,36,Williams,11,starter,,
1967/68,36,Beamish,12,sub,7,
1967/68,37,Cumbes,1,starter,,
1967/68,37,Storton S,2,starter,,
1967/68,37,Martin,3,starter,,
1967/68,37,Casey,4,starter,,
1967/68,37,Pritchard,5,starter,,
1967/68,37,King A,6,starter,,
1967/68,37,MacNamee,7,starter,,
1967/68,37,Sinclair,8,starter,,
1967/68,37,Yardley,9,starter,,
1967/68,37,Beamish,10,starter,,
1967/68,37,Williams,11,starter,,
1967/68,38,Cumbes,1,starter,,
1967/68,38,Storton S,2,starter,,
1967/68,38,Martin,3,starter,,
1967/68,38,King J,4,starter,,
1967/68,38,Pritchard,5,starter,,
1967/68,38,King A,6,starter,,
1967/68,38,Hill,7,starter,,
1967/68,38,Stevens,8,starter,,
1967/68,38,Yardley,9,starter,,12
1967/68,38,Beamish,10,starter,,
1967/68,38,Williams,11,starter,,
1967/68,38,Casey,12,sub,9,
1967/68,39,Cumbes,1,starter,,
1967/68,39,Storton S,2,starter,,
1967/68,39,Martin,3,starter,,
1967/68,39,King J,4,starter,,
1967/68,39,Pritchard,5,starter,,
1967/68,39,King A,6,starter,,
1967/68,39,Hill,7,starter,,
1967/68,39,Stevens,8,starter,,
1967/68,39,Hudson,9,starter,,12
1967/68,39,Beamish,10,starter,,
1967/68,39,Williams,11,starter,,
1967/68,39,Casey,12,sub,9,
1967/68,40,Cumbes,1,starter,,
1967/68,40,Storton S,2,starter,,
1967/68,40,Martin,3,starter,,
1967/68,40,King J,4,starter,,
1967/68,40,Smith,5,starter,,
1967/68,40,King A,6,starter,,
1967/68,40,Beamish,7,starter,,
1967/68,40,Casey,8,starter,,
1967/68,40,Pritchard,9,starter,,12
1967/68,40,Sinclair,10,starter,,
1967/68,40,Williams,11,starter,,
1967/68,40,MacNamee,12,sub,9,
1967/68,41,Cumbes,1,starter,,
1967/68,41,Storton S,2,starter,,
1967/68,41,Martin,3,starter,,
1967/68,41,King J,4,starter,,
1967/68,41,Smith,5,starter,,
1967/68,41,King A,6,starter,,12
1967/68,41,Hill,7,starter,,
1967/68,41,Pritchard,8,starter,,
1967/68,41,Beamish,9,starter,,
1967/68,41,Sinclair,10,starter,,
1967/68,41,Williams,11,starter,,
1967/68,41,Casey,12,sub,6,
1967/68,42,Cumbes,1,starter,,
1967/68,42,Robertson,2,starter,,
1967/68,42,Martin,3,starter,,
1967/68,42,King J,4,starter,,
1967/68,42,Smith,5,starter,,
1967/68,42,Mathias,6,starter,,
1967/68,42,MacNamee,7,starter,,
1967/68,42,Pritchard,8,starter,,
1967/68,42,Beamish,9,starter,,
1967/68,42,King A,10,starter,,
1967/68,42,Sinclair,11,starter,,
1967/68,43,Cumbes,1,starter,,
1967/68,43,Robertson,2,starter,,
1967/68,43,Martin,3,starter,,
1967/68,43,King J,4,starter,,
1967/68,43,Smith,5,starter,,
1967/68,43,Mathias,6,starter,,
1967/68,43,MacNamee,7,starter,,
1967/68,43,Pritchard,8,starter,,
1967/68,43,Beamish,9,starter,,
1967/68,43,King A,10,starter,,
1967/68,43,Sinclair,11,starter,,
1967/68,44,Cumbes,1,starter,,
1967/68,44,Robertson,2,starter,,
1967/68,44,Martin,3,starter,,
1967/68,44,King J,4,starter,,
1967/68,44,Smith,5,starter,,
1967/68,44,Mathias,6,starter,,
1967/68,44,MacNamee,7,starter,,
1967/68,44,Pritchard,8,starter,,
1967/68,44,Beamish,9,starter,,
1967/68,44,King A,10,starter,,
1967/68,44,Sinclair,11,starter,,
1967/68,45,Cumbes,1,starter,,
1967/68,45,Robertson,2,starter,,
1967/68,45,Martin,3,starter,,
1967/68,45,King J,4,starter,,
1967/68,45,Smith,5,starter,,
1967/68,45,Mathias,6,starter,,
1967/68,45,MacNamee,7,starter,,12
1967/68,45,Pritchard,8,starter,,
1967/68,45,Beamish,9,starter,,
1967/68,45,King A,10,starter,,
1967/68,45,Sinclair,11,starter,,
1967/68,45,Storton S,12,sub,7,
1967/68,46,Cumbes,1,starter,,
1967/68,46,Robertson,2,starter,,
1967/68,46,Martin,3,starter,,
1967/68,46,King J,4,starter,,
1967/68,46,Smith,5,starter,,
1967/68,46,Mathias,6,starter,,
1967/68,46,MacNamee,7,starter,,
1967/68,46,Pritchard,8,starter,,
1967/68,46,Beamish,9,starter,,12
1967/68,46,King A,10,starter,,
1967/68,46,Sinclair,11,starter,,
1967/68,46,Williams,12,sub,9,
1967/68,47,Cumbes,1,starter,,
1967/68,47,Robertson,2,starter,,
1967/68,47,Martin,3,starter,,12
1967/68,47,King J,4,starter,,
1967/68,47,Smith,5,starter,,
1967/68,47,Mathias,6,starter,,
1967/68,47,Kennedy,7,starter,,
1967/68,47,Pritchard,8,starter,,
1967/68,47,King A,9,starter,,
1967/68,47,Sinclair,10,starter,,
1967/68,47,Williams,11,starter,,
1967/68,47,Storton S,12,sub,3,
1967/68,48,Cumbes,1,starter,,
1967/68,48,Storton S,2,starter,,
1967/68,48,Robertson,3,starter,,
1967/68,48,King J,4,starter,,
1967/68,48,Smith,5,starter,,
1967/68,48,Mathias,6,starter,,
1967/68,48,Kennedy,7,starter,,
1967/68,48,Pritchard,8,starter,,
1967/68,48,King A,9,starter,,
1967/68,48,Sinclair,10,starter,,
1967/68,48,Williams,11,starter,,
1967/68,49,Cumbes,1,starter,,
1967/68,49,Storton S,2,starter,,
1967/68,49,Robertson,3,starter,,
1967/68,49,King J,4,starter,,
1967/68,49,Smith,5,starter,,
1967/68,49,Mathias,6,starter,,
1967/68,49,Kennedy,7,starter,,
1967/68,49,Pritchard,8,starter,,
1967/68,49,King A,9,starter,,
1967/68,49,Sinclair,10,starter,,
1967/68,49,Williams,11,starter,,
1967/68,50,Cumbes,1,starter,,
1967/68,50,Storton S,2,starter,,
1967/68,50,Robertson,3,starter,,
1967/68,50,King J,4,starter,,
1967/68,50,Smith,5,starter,,
1967/68,50,Mathias,6,starter,,
1967/68,50,Hill,7,starter,,
1967/68,50,Pritchard,8,starter,,
1967/68,50,King A,9,starter,,
1967/68,50,Sinclair,10,starter,,
1967/68,50,Williams,11,starter,,
1967/68,51,Cumbes,1,starter,,
1967/68,51,King J,2,starter,,
1967/68,51,Robertson,3,starter,,
1967/68,51,Mathias,4,starter,,
1967/68,51,Smith,5,starter,,
1967/68,51,King A,6,starter,,
1967/68,51,Sinclair,7,starter,,
1967/68,51,Pritchard,8,starter,,
1967/68,51,Hudson,9,starter,,
1967/68,51,Beamish,10,starter,,
1967/68,51,Williams,11,starter,,
1967/68,52,Cumbes,1,starter,,
1967/68,52,King J,2,starter,,
1967/68,52,Robertson,3,starter,,
1967/68,52,Mathias,4,starter,,
1967/68,52,Smith,5,starter,,
1967/68,52,King A,6,starter,,
1967/68,52,Sinclair,7,starter,,
1967/68,52,Pritchard,8,starter,,
1967/68,52,Hudson,9,starter,,
1967/68,52,Beamish,10,starter,,
1967/68,52,Williams,11,starter,,
1967/68,53,Cumbes,1,starter,,
1967/68,53,King J,2,starter,,
1967/68,53,Dempsey,3,starter,,
1967/68,53,Mathias,4,starter,,
1967/68,53,Smith,5,starter,,
1967/68,53,King A,6,starter,,
1967/68,53,Sinclair,7,starter,,
1967/68,53,Pritchard,8,starter,,
1967/68,53,Hudson,9,starter,,
1967/68,53,Beamish,10,starter,,
1967/68,53,MacNamee,11,starter,,
1967/68,54,Cumbes,1,starter,,
1967/68,54,Storton S,2,starter,,
1967/68,54,Mathias,3,starter,,
1967/68,54,King A,4,starter,,
1967/68,54,Smith,5,starter,,
1967/68,54,Casey,6,starter,,
1967/68,54,MacNamee,7,starter,,12
1967/68,54,Pritchard,8,starter,,
1967/68,54,Hudson,9,starter,,
1967/68,54,Beamish,10,starter,,
1967/68,54,Sinclair,11,starter,,
1967/68,54,King J,12,sub,7,
1968/69,1,Cumbes,1,starter,,
1968/69,1,Storton S,2,starter,,
1968/69,1,Pointon,3,starter,,
1968/69,1,Casey,4,starter,,
1968/69,1,Smith,5,starter,,
1968/69,1,Mathias,6,starter,,
1968/69,1,Rowland,7,starter,,
1968/69,1,Sinclair,8,starter,,
1968/69,1,Yardley,9,starter,,
1968/69,1,Hudson,10,starter,,
1968/69,1,Gill,11,starter,,
1968/69,2,Cumbes,1,starter,,
1968/69,2,Storton S,2,starter,,
1968/69,2,Pointon,3,starter,,
1968/69,2,Casey,4,starter,,
1968/69,2,Smith,5,starter,,
1968/69,2,Mathias,6,starter,,
1968/69,2,Rowland,7,starter,,
1968/69,2,Sinclair,8,starter,,
1968/69,2,Yardley,9,starter,,
1968/69,2,Hudson,10,starter,,
1968/69,2,Gill,11,starter,,
1968/69,3,Cumbes,1,starter,,
1968/69,3,Storton S,2,starter,,
1968/69,3,Pointon,3,starter,,
1968/69,3,Casey,4,starter,,
1968/69,3,Smith,5,starter,,
1968/69,3,Mathias,6,starter,,
1968/69,3,Rowland,7,starter,,
1968/69,3,Sinclair,8,starter,,
1968/69,3,Yardley,9,starter,,
1968/69,3,Hudson,10,starter,,
1968/69,3,Gill,11,starter,,
1968/69,4,Cumbes,1,starter,,
1968/69,4,Storton S,2,starter,,
1968/69,4,Mathias,3,starter,,
1968/69,4,Casey,4,starter,,
1968/69,4,Smith,5,starter,,
1968/69,4,King A,6,starter,,
1968/69,4,Rowland,7,starter,,12
1968/69,4,Sinclair,8,starter,,
1968/69,4,Yardley,9,starter,,
1968/69,4,Hudson,10,starter,,
1968/69,4,Gill,11,starter,,
1968/69,4,Beamish,12,sub,7,
1968/69,5,Cumbes,1,starter,,
1968/69,5,Robertson,2,starter,,
1968/69,5,Mathias,3,starter,,
1968/69,5,King A,4,starter,,
1968/69,5,Smith,5,starter,,
1968/69,5,Casey,6,starter,,
1968/69,5,Beamish,7,starter,,
1968/69,5,Pritchard,8,starter,,
1968/69,5,Yardley,9,starter,,12
1968/69,5,Sinclair,10,starter,,
1968/69,5,Gill,11,starter,,
1968/69,5,Rowland,12,sub,9,
1968/69,6,Cumbes,1,starter,,
1968/69,6,Robertson,2,starter,,
1968/69,6,Mathias,3,starter,,
1968/69,6,King A,4,starter,,
1968/69,6,Smith,5,starter,,
1968/69,6,Casey,6,starter,,
1968/69,6,Beamish,7,starter,,
1968/69,6,Pritchard,8,starter,,
1968/69,6,Yardley,9,starter,,
1968/69,6,Sinclair,10,starter,,
1968/69,6,Gill,11,starter,,
1968/69,7,Cumbes,1,starter,,
1968/69,7,Robertson,2,starter,,
1968/69,7,Mathias,3,starter,,
1968/69,7,Casey,4,starter,,
1968/69,7,Smith,5,starter,,
1968/69,7,Pointon,6,starter,,
1968/69,7,Beamish,7,starter,,
1968/69,7,Pritchard,8,starter,,
1968/69,7,Yardley,9,starter,,
1968/69,7,King A,10,starter,,
1968/69,7,MacNamee,11,starter,,
1968/69,8,Cumbes,1,starter,,
1968/69,8,Robertson,2,starter,,
1968/69,8,Mathias,3,starter,,
1968/69,8,Casey,4,starter,,
1968/69,8,Smith,5,starter,,
1968/69,8,Pointon,6,starter,,
1968/69,8,Beamish,7,starter,,12
1968/69,8,Pritchard,8,starter,,
1968/69,8,Yardley,9,starter,,
1968/69,8,King A,10,starter,,
1968/69,8,MacNamee,11,starter,,
1968/69,8,Sinclair,12,sub,7,
1968/69,9,Cumbes,1,starter,,
1968/69,9,Pointon,2,starter,,
1968/69,9,Robertson,3,starter,,
1968/69,9,Casey,4,starter,,
1968/69,9,Smith,5,starter,,
1968/69,9,Mathias,6,starter,,
1968/69,9,Beamish,7,starter,,
1968/69,9,Pritchard,8,starter,,12
1968/69,9,Yardley,9,starter,,
1968/69,9,King A,10,starter,,
1968/69,9,MacNamee,11,starter,,
1968/69,9,Sinclair,12,sub,8,
1968/69,10,Cumbes,1,starter,,
1968/69,10,Pointon,2,starter,,
1968/69,10,Robertson,3,starter,,
1968/69,10,Casey,4,starter,,
1968/69,10,Smith,5,starter,,
1968/69,10,Mathias,6,starter,,
1968/69,10,Beamish,7,starter,,12
1968/69,10,Pritchard,8,starter,,
1968/69,10,Yardley,9,starter,,
1968/69,10,King A,10,starter,,
1968/69,10,MacNamee,11,starter,,
1968/69,10,Sinclair,12,sub,7,
1968/69,11,Cumbes,1,starter,,
1968/69,11,Pointon,2,starter,,
1968/69,11,Robertson,3,starter,,
1968/69,11,King A,4,starter,,
1968/69,11,Smith,5,starter,,
1968/69,11,Casey,6,starter,,
1968/69,11,Rowland,7,starter,,
1968/69,11,Pritchard,8,starter,,
1968/69,11,Yardley,9,starter,,
1968/69,11,Sinclair,10,starter,,
1968/69,11,MacNamee,11,starter,,
1968/69,12,Cumbes,1,starter,,
1968/69,12,Pointon,2,starter,,
1968/69,12,Robertson,3,starter,,
1968/69,12,Casey,4,starter,,
1968/69,12,Smith,5,starter,,
1968/69,12,King A,6,starter,,
1968/69,12,Rowland,7,starter,,
1968/69,12,Pritchard,8,starter,,
1968/69,12,Yardley,9,starter,,
1968/69,12,Sinclair,10,starter,,
1968/69,12,MacNamee,11,starter,,
1968/69,13,Cumbes,1,starter,,
1968/69,13,Robertson,2,starter,,
1968/69,13,Mathias,3,starter,,
1968/69,13,King A,4,starter,,
1968/69,13,Smith,5,starter,,
1968/69,13,Casey,6,starter,,
1968/69,13,Rowland,7,starter,,
1968/69,13,Pritchard,8,starter,,
1968/69,13,Yardley,9,starter,,
1968/69,13,Beamish,10,starter,,
1968/69,13,MacNamee,11,starter,,
1968/69,14,Cumbes,1,starter,,
1968/69,14,Robertson,2,starter,,
1968/69,14,Mathias,3,starter,,
1968/69,14,King A,4,starter,,
1968/69,14,Storton T,5,starter,,
1968/69,14,Smith,6,starter,,
1968/69,14,Beamish,7,starter,,
1968/69,14,Pritchard,8,starter,,12
1968/69,14,Yardley,9,starter,,
1968/69,14,Sinclair,10,starter,,
1968/69,14,MacNamee,11,starter,,
1968/69,14,Casey,12,sub,8,
1968/69,15,Cumbes,1,starter,,
1968/69,15,Robertson,2,starter,,
1968/69,15,Mathias,3,starter,,
1968/69,15,Smith,4,starter,,
1968/69,15,Storton T,5,starter,,
1968/69,15,Casey,6,starter,,
1968/69,15,Gill,7,starter,,
1968/69,15,King A,8,starter,,
1968/69,15,Hudson,9,starter,,
1968/69,15,Beamish,10,starter,,
1968/69,15,MacNamee,11,starter,,
1968/69,16,Cumbes,1,starter,,
1968/69,16,Robertson,2,starter,,
1968/69,16,Mathias,3,starter,,
1968/69,16,Smith,4,starter,,
1968/69,16,Storton T,5,starter,,
1968/69,16,Casey,6,starter,,
1968/69,16,Beamish,7,starter,,
1968/69,16,King A,8,starter,,
1968/69,16,Yardley,9,starter,,
1968/69,16,Hudson,10,starter,,
1968/69,16,MacNamee,11,starter,,
1968/69,17,Cumbes,1,starter,,
1968/69,17,Robertson,2,starter,,
1968/69,17,Mathias,3,starter,,
1968/69,17,Smith,4,starter,,
1968/69,17,Storton T,5,starter,,
1968/69,17,Casey,6,starter,,
1968/69,17,Beamish,7,starter,,
1968/69,17,King A,8,starter,,
1968/69,17,Yardley,9,starter,,
1968/69,17,Hudson,10,starter,,
1968/69,17,MacNamee,11,starter,,
1968/69,18,Cumbes,1,starter,,
1968/69,18,Robertson,2,starter,,
1968/69,18,Mathias,3,starter,,
1968/69,18,Smith,4,starter,,
1968/69,18,Storton T,5,starter,,
1968/69,18,Casey,6,starter,,
1968/69,18,Beamish,7,starter,,
